nazwa leku,identyfikator_leku,zakres_wskazan,zakres_wskazan_pozarejestracyjnych,poziom_odplatnosci,wysokosc_doplaty_swiadczeniobiorcy,id_leku
Ranopril,05909991133122,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3747
Rapamune,05909990893645,Stan po przeszczepie narządu unaczynionego bądź szpiku,"<1>stan po przeszczepie kończyny, rogówki, tkanek lub komórek; <2>stwardnienie guzowate; limfangioleiomiomatoza; nowotwór z epitelioidnych komórek przynaczyniowych; <3>cytopenie w przebiegu autoimmunizacyjnego zespołu limfoproliferacyjnego - oporne na stosowanie steroidów lub przy zbyt nasilonych objawach niepożądanych przewlekłej steroidoterapii w wysokich dawkach; <4>zespół gumiastych zmian barwnikowych; <5>angiomatoza; <6>Zespół Klippela-Trénaunaya",ryczałt,3.2,3748
Rapamune,05909990985210,Stan po przeszczepie narządu unaczynionego bądź szpiku,"<1>stan po przeszczepie kończyny, rogówki, tkanek lub komórek; <2>stwardnienie guzowate; limfangioleiomiomatoza; nowotwór z epitelioidnych komórek przynaczyniowych; <3>cytopenie w przebiegu autoimmunizacyjnego zespołu limfoproliferacyjnego - oporne na stosowanie steroidów lub przy zbyt nasilonych objawach niepożądanych przewlekłej steroidoterapii w wysokich dawkach; <4>zespół gumiastych zmian barwnikowych; <5>angiomatoza; <6>Zespół Klippela-Trénaunaya",ryczałt,3.2,3749
Rawel SR,05909990424801,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,2.16,3750
Rawel SR,05909990424801,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3750
Rawel SR,05909990424849,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,4.15,3751
Rawel SR,05909990424849,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3751
Reagila,05909991337056,Leczenie dorosłych pacjentów ze schizofrenią z pierwotnymi; przeważającymi i przetrwałymi objawami negatywnymi; u których nie występują objawy depresyjne,,bezpłatny do limitu,0,3752
Reagila,05909991337155,Leczenie dorosłych pacjentów ze schizofrenią z pierwotnymi; przeważającymi i przetrwałymi objawami negatywnymi; u których nie występują objawy depresyjne,,bezpłatny do limitu,0,3753
Reagila,05909991337230,Leczenie dorosłych pacjentów ze schizofrenią z pierwotnymi; przeważającymi i przetrwałymi objawami negatywnymi; u których nie występują objawy depresyjne,,bezpłatny do limitu,0,3754
Rebetol,05909990999828,Znajduje się w załącznikach: B.71.,,bezpłatny,0,3755
Rebif,05909990728497,Znajduje się w załącznikach: B.29.,,bezpłatny,0,3756
Rebif,05909990874934,Znajduje się w załącznikach: B.29.,,bezpłatny,0,3757
ReFacto AF,05909990010554,Znajduje się w załącznikach: B.15.,,bezpłatny,0,3758
ReFacto AF,05909990819317,Znajduje się w załącznikach: B.15.,,bezpłatny,0,3759
ReFacto AF,05909990819416,Znajduje się w załącznikach: B.15.,,bezpłatny,0,3760
ReFacto AF,05909990819515,Znajduje się w załącznikach: B.15.,,bezpłatny,0,3761
Refastin,05909990675593,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,ból w przebiegu chorób nowotworowych - w przypadkach innych niż określone w ChPL,50%,9.31,3762
Rekovelle,05909991343019,Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków; rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0;7 ng/ml (wg II standardu)); u których nie stwierdza się wcześniejszych; niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli,,ryczałt,61.28,3763
Rekovelle,05909991343033,Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków; rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0;7 ng/ml (wg II standardu)); u których nie stwierdza się wcześniejszych; niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli,,ryczałt,288.77,3764
Relsed,05909990751518,Padaczka,drgawki inne niż określone w ChPL,ryczałt,11.07,3765
Relsed,05909990751617,Padaczka,drgawki inne niż określone w ChPL,ryczałt,3.2,3766
Reltebon,05909991184742,Neuralgia popółpaścowa przewlekła; Nowotwory złośliwe; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,,ryczałt,6.87,3767
Reltebon,05909991184742,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,6.87,3767
Reltebon,05909991184742,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3767
Reltebon,05909991184827,Neuralgia popółpaścowa przewlekła; Nowotwory złośliwe; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,,ryczałt,3.76,3768
Reltebon,05909991184827,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,3.76,3768
Reltebon,05909991184827,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3768
Reltebon,05909991184865,Neuralgia popółpaścowa przewlekła; Nowotwory złośliwe; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,,ryczałt,4.86,3769
Reltebon,05909991184865,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,4.86,3769
Reltebon,05909991184865,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3769
Reltebon,05909991184902,Neuralgia popółpaścowa przewlekła; Nowotwory złośliwe; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,,ryczałt,7.71,3770
Reltebon,05909991184902,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,7.71,3770
Reltebon,05909991184902,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3770
Reltebon,05909991184940,Neuralgia popółpaścowa przewlekła; Nowotwory złośliwe; Wieloobjawowy miejscowy zespół bólowy typu I - odruchowa dystrofia współczulna oraz typu II – kauzalgia,,ryczałt,16.41,3771
Reltebon,05909991184940,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,16.41,3771
Reltebon,05909991184940,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3771
Remicade,05909990900114,Znajduje się w załącznikach: B.33.; B.35.; B.36.,,bezpłatny,0,3772
Remidia,05903060610545,Znajduje się w załącznikach: B.31.,,bezpłatny,0,3773
Remodulin,05909990046805,Znajduje się w załącznikach: B.31.,,bezpłatny,0,3774
Remodulin,05909990046850,Znajduje się w załącznikach: B.31.,,bezpłatny,0,3775
Remodulin,05909990046867,Znajduje się w załącznikach: B.31.,,bezpłatny,0,3776
Remodulin,05909990046874,Znajduje się w załącznikach: B.31.,,bezpłatny,0,3777
Remolexam,05909991343354,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,4.66,3778
Remsima,05909991086305,Znajduje się w załącznikach: B.32.; B.47.;  B.55.,,bezpłatny,0,3779
Remurel,05909991282882,Znajduje się w załącznikach: B.29.,,bezpłatny,0,3780
Remurel,05909991353926,Znajduje się w załącznikach: B.29.,,bezpłatny,0,3781
Repatha,05909991224370,Znajduje się w załącznikach: B.101.,,bezpłatny,0,3782
Repirol SR,05909990983582,Choroba i zespół Parkinsona,,30%,21.32,3783
Repirol SR,05909990983582,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3783
Repirol SR,05909990983803,Choroba i zespół Parkinsona,,30%,40.07,3784
Repirol SR,05909990983803,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3784
Repirol SR,05909990983971,Choroba i zespół Parkinsona,,30%,77.11,3785
Repirol SR,05909990983971,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3785
Replagal,05909990999514,Znajduje się w załącznikach: B.104.,,bezpłatny,0,3786
Requip,05909990013586,Choroba i zespół Parkinsona,,30%,16.28,3787
Requip,05909990013586,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3787
Requip,05909990013685,Choroba i zespół Parkinsona,,30%,4.45,3788
Requip,05909990013685,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3788
Requip,05909990013890,Choroba i zespół Parkinsona,,30%,8.03,3789
Requip,05909990013890,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3789
Requip,05909990013968,Choroba i zespół Parkinsona,,30%,37.41,3790
Requip,05909990013968,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3790
Requip-Modutab,05909990644612,Choroba i zespół Parkinsona,,30%,36.46,3791
Requip-Modutab,05909990644612,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3791
Requip-Modutab,05909990644636,Choroba i zespół Parkinsona,,30%,67.74,3792
Requip-Modutab,05909990644636,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3792
Requip-Modutab,05909990644728,Choroba i zespół Parkinsona,,30%,19.27,3793
Requip-Modutab,05909990644728,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3793
Reseligo,05909991256197,Nowotwory złośliwe - Rak piersi i rak trzonu macicy; Nowotwory złośliwe - Rak prostaty,obniżenie popędu u osób z rozpoznaniem zaburzeń preferencji seksualnych w przypadku braku skuteczności lub przeciwwskazań do stosowania cyproteronu,ryczałt,3.2,3794
Reseligo,05909991256210,Nowotwory złośliwe - Rak prostaty,obniżenie popędu u osób z rozpoznaniem zaburzeń preferencji seksualnych w przypadku braku skuteczności lub przeciwwskazań do stosowania cyproteronu,ryczałt,9,3795
Revatio,05909990967780,Znajduje się w załącznikach: B.31.,,bezpłatny,0,3796
Revlimid,05909990086696,Znajduje się w załącznikach: B.54.; B.84.,,bezpłatny,0,3797
Revlimid,05909990086702,Znajduje się w załącznikach: B.54.; B.84.,,bezpłatny,0,3798
Revlimid,05909990086764,Znajduje się w załącznikach: B.54.,,bezpłatny,0,3799
Revlimid,05909990086771,Znajduje się w załącznikach: B.54.,,bezpłatny,0,3800
Revolade,05909990748204,Znajduje się w załącznikach: B.97.; B.98.; B.127.,,bezpłatny,0,3801
Revolade,05909990748235,Znajduje się w załącznikach: B.97.; B.98.; B.127.,,bezpłatny,0,3802
Rexetin,05909991006310,Choroby psychiczne lub upośledzenia umysłowe,,30%,9.45,3803
Rexetin,05909991006310,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3803
Ribuspir,05909990335183,Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,,ryczałt,9.55,3804
Ribuspir,05909990335183,x,wirusowe zapalenie krtani u dzieci do 18 roku życia,30%,22.25,3804
Ribuspir,05909990335183,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3804
Ribuspir,05909990335183,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3804
Ribuspir,05909990335190,Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli,,ryczałt,9.55,3805
Ribuspir,05909990335190,x,wirusowe zapalenie krtani u dzieci do 18 roku życia,30%,22.25,3805
Ribuspir,05909990335190,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3805
Ribuspir,05909990335190,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3805
Ricordo,05909990798933,Choroba Alzheimera,otępienie z ciałami Lewy'ego; otępienie w przebiegu choroby Parkinsona,30%,14.21,3806
Ricordo,05909990798933,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3806
Ricordo,05909990798940,Choroba Alzheimera,otępienie z ciałami Lewy'ego; otępienie w przebiegu choroby Parkinsona,30%,13.39,3807
Ricordo,05909990798940,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3807
Ridlip,05909991000103,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,1.82,3808
Ridlip,05909991000103,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3808
Ridlip,05909991000141,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,3.51,3809
Ridlip,05909991000141,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3809
Ridlip,05909991000158,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,6.34,3810
Ridlip,05909991000158,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3810
Ridlip,05909991000165,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,9.11,3811
Ridlip,05909991000165,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3811
Ridlip,05909991375775,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,3.75,3812
Ridlip,05909991375775,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3812
Ridlip,05909991375799,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,7.09,3813
Ridlip,05909991375799,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3813
Ridlip,05909991375812,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,13.44,3814
Ridlip,05909991375812,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3814
Ridlip,05909991476984,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,5.01,3815
Ridlip,05909991476984,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3815
Rifamazid,05909990086115,Gruźlica; w tym również gruźlica wielolekooporna i inne mykobakteriozy,,bezpłatny do limitu,5.79,3816
Rifamazid,05909990086214,Gruźlica; w tym również gruźlica wielolekooporna i inne mykobakteriozy,,bezpłatny do limitu,0,3817
Rifampicyna TZF,05909990084913,Gruźlica; w tym również gruźlica wielolekooporna i inne mykobakteriozy,,bezpłatny do limitu,0,3818
Rifampicyna TZF,05909990085019,Gruźlica; w tym również gruźlica wielolekooporna i inne mykobakteriozy,,bezpłatny do limitu,5.08,3819
Rigevidon,05909990873319,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,2.99,3820
Rigevidon,05909991383817,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,2.76,3821
Rigevidon,05909997223414,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,2.76,3822
Riluzol PMCS,05909990928156,Stwardnienie zanikowe boczne,,ryczałt,3.2,3823
Rimal,05903060611429,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,3.54,3824
Rimal,05903060611429,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3824
Rimal,05903060611467,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,6.55,3825
Rimal,05903060611467,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3825
Rimal,05903060611504,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,3.54,3826
Rimal,05903060611504,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3826
Rimal,05903060611542,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,6.55,3827
Rimal,05903060611542,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3827
Risendros 35,05909990082599,Osteoporoza,osteoporoza posterydowa - profilaktyka,30%,6.06,3828
Risendros 35,05909990082599,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3828
Risperidon Vipharm,05909990044146,Schizofrenia,zespół Tourette'a,ryczałt,10.24,3829
Risperidon Vipharm,05909990044252,Schizofrenia,zespół Tourette'a,ryczałt,8.32,3830
Risperidon Vipharm,05909990044344,Schizofrenia,zespół Tourette'a,ryczałt,6.62,3831
Risperidon Vipharm,05909990044481,Schizofrenia,zespół Tourette'a,ryczałt,5.11,3832
Risperon,05909990336487,Schizofrenia,zespół Tourette'a,ryczałt,7.2,3833
Risperon,05909990336500,Schizofrenia,zespół Tourette'a,ryczałt,11.46,3834
Risperon,05909990336524,Schizofrenia,zespół Tourette'a,ryczałt,5.62,3835
Risperon,05909990336548,Schizofrenia,zespół Tourette'a,ryczałt,8.77,3836
Risperon,05909990336555,Schizofrenia,zespół Tourette'a,ryczałt,7.02,3837
Risperon,05909990336579,Schizofrenia,zespół Tourette'a,ryczałt,10.2,3838
Risperon,05909990336586,Schizofrenia,zespół Tourette'a,ryczałt,9.55,3839
Risperon,05909990336609,Schizofrenia,zespół Tourette'a,ryczałt,17.77,3840
Rispolept,05909990423828,Schizofrenia,zespół Tourette'a,ryczałt,10.51,3841
Rispolept,05909990670413,Schizofrenia,zespół Tourette'a,ryczałt,5.75,3842
Rispolept,05909990670512,Schizofrenia,zespół Tourette'a,ryczałt,7.65,3843
Rispolept,05909990670611,Schizofrenia,zespół Tourette'a,ryczałt,5.94,3844
Rispolept,05909990670710,Schizofrenia,zespół Tourette'a,ryczałt,3.2,3845
Rispolept Consta,05909991058029,Schizofrenia w przypadku nawrotu objawów psychotycznych podczas terapii neuroleptykami w wyniku udokumentowanego; uporczywego braku współpracy chorego,,ryczałt,3.2,3846
Rispolept Consta,05909991058128,Schizofrenia w przypadku nawrotu objawów psychotycznych podczas terapii neuroleptykami w wyniku udokumentowanego; uporczywego braku współpracy chorego,,ryczałt,3.2,3847
Rispolept Consta,05909991058227,Schizofrenia w przypadku nawrotu objawów psychotycznych podczas terapii neuroleptykami w wyniku udokumentowanego; uporczywego braku współpracy chorego,,ryczałt,7.36,3848
Ristidic,05909990782048,Choroba Alzheimera,otępienie z ciałami Lewy'ego,30%,8.74,3849
Ristidic,05909990782048,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3849
Ristidic,05909990782055,Choroba Alzheimera,otępienie z ciałami Lewy'ego,30%,17.19,3850
Ristidic,05909990782055,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3850
Ristidic,05909990782079,Choroba Alzheimera,otępienie z ciałami Lewy'ego,30%,14.72,3851
Ristidic,05909990782079,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3851
Ristidic,05909990782086,Choroba Alzheimera,otępienie z ciałami Lewy'ego,30%,29.57,3852
Ristidic,05909990782086,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3852
Ristidic,05909990782147,Choroba Alzheimera,otępienie z ciałami Lewy'ego,30%,24.21,3853
Ristidic,05909990782147,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3853
Ristidic,05909990782154,Choroba Alzheimera,otępienie z ciałami Lewy'ego,30%,49.36,3854
Ristidic,05909990782154,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3854
Ristidic,05909990782178,Choroba Alzheimera,otępienie z ciałami Lewy'ego,30%,28.45,3855
Ristidic,05909990782178,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3855
Ristidic,05909990782185,Choroba Alzheimera,otępienie z ciałami Lewy'ego,30%,64.22,3856
Ristidic,05909990782185,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3856
Rivaldo,05909990816255,Choroba Alzheimera,otępienie z ciałami Lewy'ego,30%,35.43,3857
Rivaldo,05909990816255,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,3857
Rivaldo,05909990816262,Choroba Alzheimera,otępienie z ciałami Lewy'ego,30%,26.95,3858
